content,score,score_reanotado_gemini,sentiment
"Gosto muito e sempre comprei na Shopee, mas agora, se quiser dividir em 2x já tem juros e a publicação com valor baixo não condiz com o produto, que é sempre bem mais caro. Acho que isso poderia ser revisto. Exemplo: Colocam a foto de garrafa com o preço bem baixo, quando entra no link, direciona e você vê que aquele preço é de uma borracha de vedação (exemplo), mas a garrafa é muito mais cara. Única reclamação, no mais, muito bom!",4,3,2
"Simplesmente HORRÍVEL! Baixei o aplicativo na esperança de ter o melhor custo benefício de compras, e por ver as pessoas falando muito bem nas redes sociais, apresentando os minigames, no começo estava motivada a concluir os minigames para receber os prêmios grátis, vi muitas pessoas falando q era fácil mas agora discordo totalmente, a medida q vc avança nos jogos, vai ficando cada vez mais impossível de terminá-los, dobrando a conclusão do jogo e quebrando os resultados. Odiei esse aplicativo.",1,1,0
"De que adianta preços acessíveis se não entregam o produto? Comprei duas vezes, e na primeira constava como entregue, mas não recebi. Após várias tentativas, disseram que houve erro na transportadora e pediram para aguardar mais 48 horas, sem sucesso. Aceitei o reenvio, mas também não entregaram. Solicitei reembolso e espero que ao menos isso façam corretamente. O único ponto positivo foi o atendimento, sempre prestativo. Porém, perderam um cliente, já que esta é a terceira vez que isso acontece",1,1,0
"Tem muitos produtos bons, porém não é possível ter contato direto com o vendedor. Recebi um pedido faltando 1 item, abri chamado na SHEIN no dia 15/10 e até agora nada. Recebi por engano o pacote de outra pessoa junto com os meus e tive que procurar a loja no Instagram para conseguir falar com eles e informar. A Shein deixou muito a desejar nessa minha primeira compra. Errar é aceitável, mas não corrigir os erros é o que faz a experiência bem ruim.",2,2,1
"Mercado Livre não é mais uma plataforma tão confiável. Há muitos vendedores mau caráter com qualificações positivas, o que me fez perder a confiança. Nas últimas compras quase sempre tive as negociações canceladas por vendedores que se negam a cumprir a oferta. Meu palpite é que fazem isso oara conseguir número de vendas e pontos positivos. É algo que precisa ser melhorado pela equipe ML. Só não dou 1 estrela pq o pagamento ainda é garantido pelo Mercado Pago, o que não afasta o aborrecimento!",2,2,1
"Instalei o aplicativo por conta da promoção dos itens gratuitos, mas é uma grande mentira, nunca chega no 100%, o jogo vai ficando cada vez mais difícil conforme vc vai avançando. Outra coisa que me incomodou bastante, TEM PREÇO MÍNIMO DE COMPRA! Não dá pra comprar um item de 5 reais porque o preço mínimo de compra é 100 reais! Péssima experiência com o aplicativo, não instalem.",1,1,0
não é minha primeira compra. já tive conta em outro endereço. o que eu posso falar do mercado livre que nunca tive nenhum problema sempre entregando aquilo que foi comprado prazo de entrega rigorosamente em dia uma pena é eu morar em um região longe do grande centro,5,4,3
"Tem boa usabilidade, mas está com defeito na visualização das qualificações dadas aos produtos(fotos e vídeos). As miniaturas aparecem, mas ao clicar para abrir fica tudo escuro, não funciona.",4,3,2
"Vocês estão sempre a actualizar a aplicação, mas nunca mais criam a opção do modo escuro (dark mode). Enfim...",2,3,2
"Horrível, entregas sendo feitas com bastante atraso e ainda com embalagem estourada e enviando produto diferente do que foi solicitado. E mais, se você por isto na avaliação, eles não publicam.",2,1,0
"Foi boa. Mas gostaria que tivesse pagamento em boletos com prazo de 30 dias. rosto com cifrões Ajudaria quem não tem cartão de crédito, mas pago no boleto. Fica a minha fica. Pagamento do boleto , comprovado, Manda a mercadoria do pagante. OK mãos aplaudindo pele clara mãos aplaudindo pele clara mãos aplaudindo pele clara mãos aplaudindo pele clara mãos juntas",5,3,2
"Cada vez mais dando problemas para entrega. Infelizmente será um local que pararei de comprar. Nós últimos 5meaes tive no mínimo 5 problemas com transportadoras na Amazon, de extravios até atrasos injustificadas. Já teve um serviço e preços melhores.",2,2,1
"No geral, a loja é ruim. Demora demais para entegar, produtos de má qualidade e falsificados. E para piorar, os próprios usuários dão feedback errados. Passam informações desnecessárias, como ""bem embalado"" e ""parece muito bom, mas ainda não usei"". O povo tem o que merece. Se quiser entrega rapida, compre no Mercado Livre. Se quiser preço, compre o Aliexpress ou Shein, vai depender do produto. Shopee é uma grande feira de produtos falsificados. Compre se não tiver pressa e se não for exigente.",1,1,0
"Amo comprar na Shopee! Economia certa, facilidade e compromisso das empresas! Sinto segurança e tranquilidade, pois recebo os produtos que compro! Dica, assistir vídeos de que já comprou e observar os produtos antes de comprar para ter mais segurança de que é o que vc procura. Isso evita erros e desgaste emocional. E com na Shopee temos a facilidades de escolher ou desistir do que colocamos no carrinho sem se preocupar com caras feias e insatisfação de vendedores ansiosos... Entrega garantida!",5,5,4
"A proposta foi de ganhar um brinde, eu baixei o app, mas depois, pedem para fazer um jogo para ganhar o brinde, a cada etapa dificulta para conseguir a pontuação e ganhar o então esperado brinde, enfim, me venceram pelo cansaço, achei que me fizeram de trouxa, os preços não são tão atraentes quanto a concorrência. Se quer ganhar clientes, que dê cupons de descontos e não promessas falsas.",1,1,0
"A Temu tem muitos produtos interessantes, porém, a maioria dos que eu comprei vieram com uma qualidade bem inferior do que mostra a propaganda. A vantagem é que nós podemos receber o reembolso, mas o ideal é que os produtos sejam exatamente como nas fotos, para que os clientes fiquem satisfeitos e queiram comprar cada vez mais.",4,3,2
"Muito dinâmico e instrutivo, produtos de qualidade",5,4,3
"A Shein e um bom app mas tem uns problemas 1 a Shein fica roubando meus pontos ontem eu tinha 295 pontos no check-in hj eu fui ver só tinha 292 como ??? Eu não usei 2 só dá para colocar 125 itens no carrinho 3 na hora de comprar alguma coisa o frete é altíssimo tu pega digamos uma pulseira de 12,95 o frete é quase 20,00 4 em algumas compras que a gente faz o cupom não dá para usar por causa que da algum problema Mas tirando esse problemas a shein e um ótimo aplicativo só tem esses problemas coração vermelho",4,3,2
"não vivo mais sem esse app, as coisas nele estão mais baratas e as promoções ajudam a poupar dinheiro, principalmente as que dão de 3 a 5 itens grátis na compra de 70 a 180 reais, porque se eu comprar cada uma dessas coisas sem a promoção daria uns 400 reais. no entanto os jogos dele são muito demorados então se está instalando por causa dos jogos nem pense nisso porque até agora nem eu consegui, então use o app para comprar mais barato coisas que não tem ou que estão mais caras na shopee",5,4,3
"O anúncio mostra que o frete é gratis, vc coloca no carrinho e mostra frete grátis, mas quando vc vai pagar, ele cobra o frete!! Minha nossa... Muito raro ter cupom de desconto na plataforma, os que trm não funcionam.... Realmente so uso o mercado livre quando, não tem em outro lugar para comprar, fora isso prefiro comprar em outras plataformas que são beemmm superiores e com precos mais baixos!!",1,2,1
"Ao realizar uma compra o anúncio informava uma coisa , e ao realizar a compra ,na revisão do item comprado informava outra coisa. Não sei dizer se erro no anuncio ou má intenção mesmo, e ao informar o pessoal do app sobre isso, mesmo tendo o print do anúncio e dá revisão nada foi feito. Compra cancelada e o aplicativo vai p hibernação já q se cancelar a conta, acabo perdendo tbm o uso do mercado pago. Já q a plataforma vincula uma conta a outra. Ja que não informam isso previamente . Lastimável!",1,2,1
"A política deste aplicativo é excelente, quando pedi cancelamento de uma compra que tinha pago com pix, me foi devolvido valor com menos de 1 hora. Fiquei muito satisfeita e pude fazer uma nova compra.",5,5,4
"antigamente era ótimo, quando tínhamos liberdade de editar os anúncios em html e as comissões eram percentuais. Agora ,ao vender produtos , as taxas variam em cada caso é chegam a 60% do produto. E ainda nos obrigam a pagar o frete em alguns casos!... O ML era meu principal meio de venda até essas mudanças.. depois disso, destruiu meu negócio.",2,1,0
"Safados alteraram a forma de pontuação , faço muitas compras , gasto um dinheiro e era top no meli. Agora cobram para ter isso. Vão dar um tiro no pé pq o frete do shpee está mais em conta, já deixei de comprar vários produtos e optei por outro app devido ao frete. Não consigo entender essa ganância mas deram um tiro no pé",1,1,0
"Aplicativo lento, não atende aos comandos (eu clico em algo mad não entra, aí tenho que clicar mais vezes e só depois de várias tentativas é que entra) A única parte boa é que tem vários itens que eu gosto, só que os preços são bem salgados aí fica difícil de comprar com frequência",2,3,2
"confesso que depois de ter tido alguns prejuízos, com outros apps, eu estava com medo de dar crédito, porém, conversando com algumas pessoas, obtive retorno de que o Temu, trabalhava com seriedade, sendo assim, resolvi acreditar e acabei me apaixonando pelos artigos, preços, e entrega. Temu, me aguarde que assim que chegar minha próxima compra, eu não vou parar mais. rosto sorridente com olhos de coração mãos juntas rosto beijando",5,5,4
Preços MT acessíveis e por vezes com os descontos dados os produtos ficam quase de graça. Já tive alguns produtos de borla ou a preço incrível. Entrega rápida e precisa e bom acompanhamento. No caso de algum problema fazem o retorno do dinheiro rapidamente e consoante o produto a entrega do mesmo pode não ser feita. Adoro e as entregas são sem pagamento adicionais. Obrigada Temu,5,5,4
"Pelo amor de Deus PAREM DE TRABALHAR COM A TRANSPORTADORA ANJUN EXPRESS, eu não aguento mais comprar coisas de envio nacional e vir através dessa transportadora horrível. Não é a primeira vez que além de atrasar a encomenda eles dão como entregue e falsificam minha assinatura, OQ É CRIME!, e não entregam o pacote. Toda vez que eu comprar que aparecer lá que vai ser feito o transporte pela anjun, EU VOU CANCELAR MINHA COMPRA. Tá impossível ficar em paz com encomenda minha nessa transportadora!",1,1,0
aplicativo péssimo. simplesmente não loga. pior ainda pelo celular só consigo utilizar algumas páginas se deixar em formato de computador.. consertem isso por favor.... sou cliente a muitos anos e nada mudou neste aplicativo. sempre apresenta problema de login.,1,2,1
"App de fácil manuseio. Tenho utilizado com certa frequência. Bons vendedores e no geral não possuo problemas com o app, tampouco com as compras realizadas. O app ainda peca no quesito devolução, pouco prazo de postagem e não há a possibilidade para troca pois o vendedor não se obriga ao reenvio, caso seja interesse do comprador.",5,3,2
"Apenas uma opinião sempre usei comprei produtos mas hoje com um problema de visão esta dificil de enxergar e fazer compras, pode acontecer com muitos a questão da visão ficar ruim, a minha sugestão e se puder uma solicitação se seria possível com os dedos abrir o zoom aumentando a imagem como tem algum outros apps de compra. Apenas sugestão de melhorias",2,3,2
"Atualização de encomendas péssima, entrega péssima, decepcionante uso o app a um bom tempo e de uns tempo pra cá só recaiu, as entregas demora mais q o normal, Atualização das entregas péssimo pois nunca esta com a atualização certa, entregadores também deixa muito a desejar pois não cumprem a data de entrega! Anos atrás esse app era melhor rosto chorando aos berros",2,2,1
"É legal. Vários tipos de itens de preços, tamanhos e p/ idades variadas. Seria bom se pudéssemos editar os comentários, às vezes lembramos de alguma informação depois que já comentamos ou comentamos assim que o produto chega, ao longo do tempo que usamos o produto temos mais algo para falar. Seria bom também separar os itens dos “favoritos” por categorias. Infelizmente agora ganhamos menos pontos pelas avaliações, parece que tá virando a Sh0pee.",3,3,2
"Gente não tem como descrever o quanto o mercado livre e perfeito para compras,se vc tem dúvidas e só fazer sua comprinha aí vcs vão ver o quanto e perfeito tudo que vc compra chega certinho e sem nenhum defeito, mercado livre tá de parabéns pelo trabalho perfeito rosto sorridente com 3 corações polegar para cima mãos aplaudindo cem pontos cem pontos cem pontos cem pontos cem pontos",5,5,4
"Como dizia um sábio ""é uma cilada Bino"". O aplicativo te dá alguns descontos mas você é obrigada a comprar muito acima do desconto. Tem valor mínimo para compras de 100 reais o quê é um absurdo, te oferecem um produto com 100% de desconto que eles colocam tanto obstáculo que você nunca consegue ganhar. No final o aplicativo é uma grande perda de tempo uma vez que mesmo que tenha algo barato eles não vão te deixar comprar nada e você só vai perder tempo é dinheiro. No fim nota dó para o app.",1,1,0
App muito bom pra compras mas está deixando a desejar na logística de entrega no reclame aqui só tem reclamação de produtos atrasados sem atualização produtos que nem chegou aí fica difícil comprar novamente por falta de confiança. Estou com um produto parado 20 dias já e não chega o pior não deixam você cancelar o pedido tem que esperar a boa vontade deles.,1,2,1
"O aplicativo é excelente. Você pode acompanhar o pedido até o dia da entrega. Geralmente são entregues antes da data prevista. A Shopee tem uma grande variedades de produtos, desde artigos do lar, esportes e produtos pets, dentre outros. Além de ofertas, descontos e cupons de frete grátis. Você pode até tirar dúvidas com os vendedores antes da compra. Recomendo.",5,5,4
"precisa de um pouco mais de fluidez na navegação e eu também gostaria de sugerir uma atualização para tema escuro, para manter a vista mais confortável.",4,3,2
Excelente app de compras. Minhas compras chegaram muito antes do prazo. Até me assustei qnd chegaram meus produtos. Vou comprar por um bom tempo na TEMU. Muita qualidade nos produtos mãos aplaudindo pele morena mãos aplaudindo pele morena mãos aplaudindo pele morena,5,5,4
"Desde as últimas atualizações, o aplicativo só funciona em ambientes com acesso a Wi-fi conforme teste que realizei. Como só faço uso de dados móveis, nenhuma aba, fotos de anúncios ou Mercado Play, está abrindo rapidamente, e quando abre as abas não mostra os conteúdos. Já reclamei no Fale Conosco, e até o momento sem solução. Nem realizar compras estou conseguindo rosto confuso rosto com boca diagonal",1,2,1
"Da bastante erro na parte do vendedor. Inúmeras perguntas que demoro a responder porque não fui avisado. Item que subi pra venda pelo App e desapareceram. Por aí vai. Mas o que mais me incomoda é a falta de contato quando se tem problemas. Eles escondem os telefones e e-mails, não querem ser encontrados. Se não existe uma resposta pronta para o seu problema, azar o seu. Podiam tratar melhor os vendedores. Por isso removi meus produtos da plataforma",2,1,0
"muitas lojas boas, peças e produtos incríveis, mas com a taxação dqs lojas internacionais, tudo mudou Olá quero deixar mais uma vez minha queixa registrada contra as lojas virtuais da Shein. Infelizmente tem ocorrido muita falta de atenção ao separar as peças, enviando faltando acessórios ou tamanho/cor errada. Como clientes merecemos respeito e atenção por parte de todos os envolvidos.",2,2,1
"O app e os vendedores nunca tive problemas, mas a transportadora deixa a desejar péssima! e fora que demora séculos para resolverem o problema! Pelo bem da empresa sugiro trocarem a transportadora, porque dá pra ver que não foi só eu que passei por problemas com ela.",2,3,2
"Péssima experiência ao comprar na Amazon, mesmo você colocando o endereço corretamente o horário e dia de entrega, o entregador entrega em outro endereço, não deixa nenhuma especificado aonde deixou ou seja entrega somente para receber independente daonde seja,o sac da Amazon é péssimo tem si um mal atendimento e mal te respondem, desde ao atendimento e a entrega são péssimos,1 e única vez que compro pra nunca mais.",1,1,0
"Os preços são bons. Mas a logística, parece que vocês estão na era medieval e entregam de carroça, e fica passando em vários ""centro logísticos"" de ao invés mandar direto. Mudem esse sistema e aprendam com o do Mercado Livre que atualmente é o melhor do país e ainda tem a opção de entrega full.",3,2,1
"a shein é um aplicativo ótimo, as roupas são de qualidade e por um preço bom. os únicos pontos negativos são: nos jogos vc não ganha pontos, apenas cupom de 10%. e os pontos expiram rápido, oq nn deveria acontecer. pq só pra conseguir ponto já é meio difícil, aí vc ainda perde eles rosto de palhaço fica complicado. e as lives ganha pouco ponto. em relação as entregas demoradas nn é culpa da shein! e ss da unidade de logística integrada de Curitiba, q demora um tempão pra enviar caveira e ossos cruzados",4,3,2
"Absurdo !! Primeiro o site exige a contratacao do APP para manusearmos a conta. Depois, o APP exige facial e envio de documentação. A empresa não pode exigir a verificação, ainda que alegando segurança. Eu deveria ter o direito de não compartilhar documentos / fotos minhas.",1,1,0
"Muito bommm, produtos de boa qualidade. Porém eu acho que não poderia cobrar taxa Aparti de tal valor. Estão cobrando muito alto. Assim o app vai perder muitos clientes. Deveria melhorar",3,3,2
"Aplicativo em questão de produtos e preços é muito bom, porém o pós compra é horrível, meu endereço foi errado, na mesma hora consegui cancelar alguns pedidos mas 2 deles não cancelou porque a loja já tinha aceito, tentei alterar o endereço, entrar em contato com suporte e nada, perdi o dinheiro de duas encomenda.",2,1,0
"Lixo de aplicativo, comprei dois produtos de lojas diferentes, fizeram estorno da compra que não foi cancelada é era parcelada, agora estou no prejuízo pq o banco abateu o valor repassado da compra que foi parcelada, assim abatendo parcelas na da frente. E não dá compra realmente cancelada .",1,1,0
"A Shein está cada vez menos acessível. Após a aplicação dos impostos, fica impossível comprar qualquer coisa ""barata"", a dinâmica dos pontos não fazem diferença, junta o imposto com o preço do frete e o preço total fica assombroso. Bem, venho deixar minha decepção aqui, um aplicativo tão bom e agora que deixa os clientes insatisfeitos com o preço, a falta de promoções e descontos. Infelizmente a porcentagem de pessoas que compram neste aplicativo vai cair muito devido a essas situações.",1,2,1
"Amo , amo e amo! Gosto muito da shein, preços e dependendo até da qualidade! Só tem que tomar cuidado pra pedir certo oque queria. E a questão de mudar o cpf de conta eu não consegui resolver depois que mudei de celular e não consegui fazer compras a alguns meses rosto desapontado..",5,3,2
"Amazon já foi muito boa e rápida em entregas, mas ultimamente deixa à desejar. Depois que adicionaram a Shippify Tecnologia LTDA, as entregas sempre atrasam mais de semanas. Sempre alegam que não encontram o endereço, mas ele sempre está bem descrito e todas outras transportadoras entregam nele, exceto essa. E infelizmente não tem opção de escolher transportadora, então ando preferindo comprar em outros sites. Já abri reclamação 3 vezes e o problema nunca é resolvido.",3,2,1
"Vem super rápido, sempre chega antes do prazo e em excelentes condições, vem certinho com o pedido",5,5,4
"O app é bom, mas parece ter um sério problema de segurança. Ao finalizar um pedido, os dados de cartões de crédito, em especial o cvv, ficam salvos. Com isso, qualquer pessoa pode abrir o aplicativo e fazer compras sem maiores problemas. Isso é muito grave. Deveria haver um mecanismo de segurança mais robusto (digital, por exemplo) que permitisse o acesso exclusivo do usuário. Do jeito que está, eu tenho que excluir o cartão após cada compra e cadastrar quando for comprar de novo.",3,2,1
"Gostei de comprar pelo Shope é realmente seguro . Eu a cada dia gosto mais ainda de fazer compras na Shopee, nunca tive problemas que não fosse solucionado junto a Shopee, recomendo, e vou continuar comprando nessa plataforma, muitos produtos de excelente qualidade, cupons, moedas não faltam, dentro das regras de cada cupom consigo usar sempre. Eu AMO a Shopee..",5,5,4
"A única coisa que falta é a Amazon ter seu próprio banco que nem o mercado livre tem, porque o Bradesco pelo amor quase ninguém consegue fazer o cartão, se vcs fazer um banco semelhante até o melhor que o do mercado livre séria perfeito, aonde vc tem a opção de transformar seu saldo de alimentação em refeição e vise versa e sem taxas, com crédito, por favor façam um banco melhor do que da concorrência",5,3,2
"Não sei oque está acontecendo mas desde dezembro olmeu app não abre as fotos, não consigo ver as coisas. As vezes volta e funciona normal as vezes fica horas/dias sem abrir nenhuma imagem e não é a internet, pq em outras sites e apps abre normal",1,2,1
"Amo todas as roupas e as promoções tbm, uma mais linda que a outra. Mas tenho reclamações a fazer. Um, uma vez que o endereço tá errado, não importa quantas vezes eu conserte, o app não entende e me faz cancelar compras quando percebo o endereço errado. Dois, sei que não é totalmente culpa deles, mas taxa alfandegária é novo nome pra roubo. Três, reembolso, entrega, e produto sem defeito é loteria noeu caso",3,2,1
"Gostei muito do app. Só fico desconfiado quando é barato demais. Seria uma boa tbm se a parte do rastreamento da entrega tivesse mostrando em tempo real, igual o maps. Poderia tbm adicionar automaticamente o cupom disponível pro produto",4,3,2
"Qual é o problema desse aplicativo que não aceita cartão de crédito? Acabei de instalar, coloquei todos os dados, mas na hora de pagar ele não aceita cartão?!? Fica dando erro com uma mensagem ""cartão já adicionado"" sendo que é a primeira vez que eu coloco os dados dele lá? Desse jeito não dá pra usar.",2,1,0
"Vários anúncios com problemas na hora da compra, mostra o produto em estoque e na hora de finalizar diz que o vendedor já não possui o ítem, tem que otimizar melhor as funcionalidades, os filtros também não estão funcionando corretamente, especificando o ítem ao qual eu busco, similares também são mostrados, fazendo o filtro ser irrelevante em alguns casos",3,2,1
"Aplicativo excelente, fácil navegação e com muita variedade de produtos mãos aplaudindo pele clara mãos aplaudindo pele clara rosto risonho com olhos bem abertos",5,5,4
"Minha experiência com este app não tem sido boa. Muitas funções podem ser melhoradas. Navegação no app é precária, possui um delay. A opção de ""contatar o vendendor"" é inexistente, o que existe lá é um menu de perguntas e respostas automático completamente inútil. Você não fala com o vendedor realmente. Talvez fosse melhor um campo de mensagens como um whatsapp.",3,2,1
"Fiz várias compras no app, recebi direitinho. Existem coisas com o preço alto porém é possível pesquisar por um mais em conta. Ao contrário de outro apps de compra é possível fazer o ajuste de preço depois de comprar, caso tenha o produto tenha reduzido o valor a Temu retorna para o cliente. A demora maior é sempre na alfândega. O app é muito bom, recomendo. No meu ponto de vista é muito melhor que shoppe.",5,5,4
"Fiz uma compra, enviaram para a cidade errada, sendo que o endereço estava correto. Solicitei reembolso, enviaram apenas o valor do produto. Paguei frete e taxas que foram quase o valor do produto. Na minha opinião é uma perca de tempo. Pior site de compra que já utilizei. Tentei conversar com um atendente para resolver, mas colocaram um robô para falar comigo. Por mim seria 0 estrela, mas não tem essa opção. App polegar para baixo polegar para baixo cocô",1,1,0
"O app em si é legal e as compras chegam certinho, porém uma das atualizações feitas a pouco tempo que não achei legal foi terem excluído as subcategorias da categoria feminina nas vendas flash, isso tornou a experiência de escolha dos produtos cansativa. Antes conseguia ver e comprar os produtos de forma rapida, de acordo com oq estava buscando, depois da atualização ficou tudo misturado, hoje em dia praticamente não olho mais as ofertas por falta de tempo e por consequência não compro mais .",3,3,2
"Fiquei muito tempo sem fazer compras online. Quando o faço meu pedido é cancelado dias depois da compra, quando o app já mostra estar a caminho do endereço. Uma falta de profissionalismo nunca mais voltarei a usar esse app. Isso nunca me aconteceu em nenhum outro!!! E pior ainda, eu havia me programando pra que chegasse antes do natal agora vou ter que me virar em 30 pra achar um presente diferente do meu planejamento!",1,1,0
"pior aplicativo para comprar acabei de perder 49 reais em uma compra que não chegou é acabou entrando em processo de reembolso a 16 dias é até agora o dinheiro não caiu na minha conta. ele é bom para comprar porque tem vários produtos, mais esse defeitos da compra nada chegou é entrar em processo de reembolso é em alguns casos o dinheiro não caiu é oque levar a se o pior aplicativo para comprar. se quiser baixar baixe mais tá aí o risco de perder dinheiro.",1,1,0
"A Shopee melhorou muito vale a pena comprar os produtos pois os produtos são acessíveis ao nosso bolso, ela só tem que melhorar com os entregadores pois deixam a sua encomenda em qualquer residência isso é prejudicial pois fica difícil para a gente encontrar as encomendas, quando o vendedor não resolve jogar a sua encomenda em frente ao seu portão o que já aconteceu isso comigo então para Shopee ficar top ela tem que começar a melhorar com as entregas",3,3,2
"O mercado livre como um todo tem algumas falhas muito graves, a princial é que existe muitos golpistas, principalmente com anúncios de Iphone que mesmo após denúnciados o tempo de resposta do site é extremamente lento, ocorrendo várias vitimas que pagam boletos falsos para golpistas. Não existe mais contato com suporte, é tudo automático, e as vezes os problemas não se enquadrão nos padrões automatizados. Para o aplicativo falta opções de filtros, não dá para filtras produtos anúnciados no dia.",2,2,1
"Gosto do serviço, mas as vezes n consigo comprar nada pq diz que está com problemas e que eles estão resolvendo. Tive uma conta anterior que foi bloqueada ou algo assim, n consegui comprar nada por que na msg dizia que eu recebi uma reclamação por causa de uma venda que fiz, mas eu nunca vendo nada! Tirando esses dois problemas o resto é bom sempre entregam na data que falam que vai chegar.",4,3,2
"Sempre comprei produtos da shein, são produtos de ótima qualidade, mas ultimamente está muito difícil para comprar pois estão cobrando um valor muito alto na taxa de entrega mesmo atingindo e ultrapassado o de R$69,00 de compras quase não tem cupom de frete grátis e ainda de a gente não for esperta com as compras sai lesada. As distribuidora não atualiza o rastreamento. Está ficando muito difícil fazer compra na shein.",4,2,1
"Aplicativo excelente! A Shopee facilita muito o processo de compras online, com uma interface intuitiva e várias promoções incríveis, especialmente durante eventos como a Black Friday. A variedade de produtos é enorme, e os preços são super competitivos. Além disso, o sistema de cupons e moedas torna as compras ainda mais vantajosas. O suporte ao cliente é eficiente, e o rastreamento dos pedidos é preciso. Recomendo para quem busca praticidade, economia e boas ofertas!",5,5,4
"Quando entrei no aplicativo, recebi uma promoção de produto grátis e outra de cashback de 100% limitado a R$100. Fiz uma compra que resultou em R$173 e esperava receber R$100, mas não recebi. Então cancelei o pedido, vamos ver se recebo o produto grátis ainda. No geral, achei os preços inflados, vi produtos na Amazon bem mais baratos.",2,2,1
"Coisas que me incomodam na Shein: - frete grátis acima de 69 ( deveria ser menos que esse valor) e que você só pode aplicar pontos acima desse valor - Cupom de desconto de 10, 20 ou 30 off válido apenas para loja internacional - dificuldade de conseguir pontos - demora na entrega - e algumas coisas tem qualidade inferior comparando com a da apresentação do produto",3,2,1
"O app para clientes é top, mas o programa de afiliados, pelo menos pra mim, foi só estresse e decepção. Após várias tentativas de cadastrar a conta bancária e sem ajuda do suporte, não resolvi e no primeiro pedido pra cancelar a conta de afiliado, cancelaram na hora kkk, mais fácil cancelar do que ajudar, triste isso. E tem mais, ainda perdi o pouco de Saldo dos produtos que entendo ""ter ajudado a vender"". Mas faz parte e vida que segue. Bora aprender a lição.",2,2,1
Os produtos foram pedidos veio correto . Reclamação que os produtos grátis estou a um mês jogando todo dia e não completa missão nunca . Se fala que vem item grátis comprando tem que vir. Empresa pra entrega dos produtos bem embalados e chegam antecipados. Só isso do farmland que é muito tempo e não acho justo com os clientes. Mais de um mês e não completa o jogo . Arrumem isso que ganharam todos. Fica aí minha dica e tristeza. Mais os produtos que comprei vieram bem embalados .,3,3,2
"O app tem ofertas atraentes e que chamam muita atenção. O problema é a falta de transparência. Te mandam jogar um jogo para ganhar brindes, supostamente grátis, e fazem diversas exigências diárias, até chegar em 99% é rápido, depois se torna muito cansativo continuar. Além que exigem um valor mínimo de compras de 100 a 260 reais para conseguir pegar esses ""brindes"". Faltou transparência do app nisso.",1,2,1
gosto muito. mas a última compra não consegui modificar endereço de entrega e cancelei de imediato e indiquei a compra e fiz no aplicativo da pessoa. foi cancelado e avisaram que seria cobrado. não gostei pq fizemos a compra na conta da interessada e eu estou sendo cobrada as parcelas. deveriam devolver com juros. já vão cobrar dezembro. Janeiro se não tiver resolvido minha estrelas vão diminuir.,3,2,1
"Minha antiga avaliação era 5 estrelas mas infelizmente tive que voltar e reavaliar. Desde que virei ouro (quase diamante) no programa fidelidade, TUDO PIOROU, o maior diferencial da plataforma era a disponibilidade de cupons de frete grátis. Hoje em dia é quase impossível te-los disponíveis e quando tem são só pra lojas oficiais ou cupons de lojas. PERDEU TODA A ATRATIVIDADE do aplicativo já que os prazos de entrega nem são tão bons assim. COMPLETAMENTE DECEPCIONADO!",2,1,0
"O app aparenta dois bugs: 1° não está voltando pelos gestos, apenas nas setas 2° quando eu faço um compra no Pix, as compras no cartão não dão certo. Só dão certo no dia seguinte. É como se a partir do momento que se seleciona um método de pagamento até o restante do dia só dá certo esse método escolhido. Mas, gosto muito do app de vcs, melhor app de compras... coração vermelho Obrigada Edit: Cadê o jogo Mix de frutas, o joguinho da melancia ???? E a árvore da sorte que nunca tá disponível no jogo colheita??",2,3,2
"App maravilhoso, único problema q nn consigo fazer compras,pq na hora de fazer o login pede o número de telefone,e quando coloco aparece número inválido ou incorreto,nn adianta colocar +55,e nn e problema com meu número,pq já testei com os outros números dos meus contatos e nn funciona,queria muito q resolvessem esse problema,obrigada!",3,3,2
só ressalva para o Fishland estou jogando a 4 meses e cada vez mais dificil pontuação caiu de 10 para 1.. mas sigo na busca de meus prêmios.. não desisto do jogo,4,3,2
"Sinceramente, eu estava afim de comprar e ganhar os brindes, e eu ja teria feito se no fosse ter que completar a plantação antes de poder comprar. No final se vc olhar o preço que vc tem que pagar é mais facil ir em um concorrente e comprar seus ""brindes"" em um valor melhor",2,2,1
"Não gostei, se a intenção era concorrer com a shoppe já perderam, primeiro que tudo é caro,e assim que vc entrar no app ele te faz girar uma roleta com o intuito de vc ganhar três produtos de graça, mas quando vc escolhe os produtos ele te faz jogar uns joguinhos chamado fishland e farmland, aí vc passa horas e horas jogando, no começo é tudo fácil, mas depois eles complicam bastante rosto furioso eles te fazendo compartilhar o app com outras pessoas, vc faz propaganda de graça e não ganha nada no final.",2,1,0
"Não consigo entender qual a dificuldade em tornar a opção de Reconhecimento facial como opcional, se estou com pressa e preciso encomendar alguma coisa rápido as vezes não tenho o celular por perto, mesmo sabendo meu login e tendo várias formas de autenticação, sou obrigado realizar o lixo do reconhecimento facial que as vezes funciona as vezes não. A impressão que dá é que o objetivo é burocratizar o máximo possível o acesso do próprio usuário ao site, enquanto golpes continuam normalmente.",3,1,0
"o app é meio confuso, mas os itens vieram certinho, e do jeito do anúncio. muitas promoções, frete grátis. o chato é ICMS. ma isso não é responsabilidade deles. gostei muito de comprar com eles.",4,4,3
